Feature,Importance
SdsN,0.0035152756628989723
AATSC7c,0.0035136672316331352
nBase,0.0035096841658938385
ZMIC4,0.00350888653461748
ATSC2i,0.003508046332418131
SHBint3,0.0035005719192502845
VE3_Dzi,0.0034912894405782404
SHBint5,0.00347128754881921
CIC3,0.0034668122350597387
PubchemFP422,0.003460810505418069
3d-RDF85m,0.0034531304456881136
PubchemFP503,0.0034512265840810803
VPC-4,0.0034432879958209137
PubchemFP700,0.003439407293939443
3d-RDF35e,0.003432811418369102
nsOm,0.0034297590845254124
3d-TDB10s,0.003428980628947385
ATSC6v,0.003426987610088032
JGI2,0.003419676414449398
ETA_Psi_1,0.003412639600578846
PubchemFP645,0.003388768827606974
3d-L3u,0.003380640520949479
AATSC2m,0.003379451658825779
minHBint6,0.0033746651329871896
ATSC3i,0.0033617178726329552
ATSC5i,0.0033587945225887934
ATS6v,0.003349899796303996
BCUTc-1h,0.0033449425800466033
minHBint2,0.0033213611789381678
SdsCH,0.0033047019187236906
maxsCH3,0.003296628281392582
VE2_Dzs,0.0032959126796724353
BIC4,0.0032956783060311035
VR2_D,0.0032914468727157985
ATS5e,0.0032832547467921357
MATS5p,0.0032779595043099744
3d-RDF95e,0.0032743315070498068
minsssCH,0.003263605005534234
3d-TDB9r,0.0032605350182067145
minHother,0.0032452400779254533
PubchemFP435,0.003240439249712961
AVP-2,0.003235170345802237
n5HeteroRing,0.0032254670954337318
3d-RDF50v,0.003216098593222544
VC-3,0.0032082133812008744
nAcid,0.0031919111082363855
GATS5m,0.0031836678908453986
PubchemFP752,0.0031822277076786233
SpMin2_Bhs,0.003179401963371973
3d-RDF70v,0.0031724061465350653
GGI8,0.003170813807960955
AATS4e,0.0031704556524120107
ATSC6s,0.0031700028881279365
nCl,0.003163149866236116
maxHBint2,0.0031574562809445024
SHssNH,0.0031185840508570323
3d-RDF10u,0.003111274980842094
3d-L3p,0.0031083247530095163
GATS7s,0.003104311030171567
AATSC4i,0.003101171882241749
SpMAD_Dt,0.0030954929293081036
SPC-6,0.003094008061661061
VE3_Dzv,0.003082582691226169
3d-RDF50i,0.0030624794143747766
PubchemFP380,0.003061973593332407
PubchemFP638,0.0030593938566453203
PubchemFP488,0.003056415058220209
PubchemFP688,0.0030451956545081626
ASP-7,0.0030330336442271613
VE3_Dze,0.0030277154763770483
ATSC5m,0.003011001604355337
ETA_BetaP_ns_d,0.00299834251932477
SpMin4_Bhi,0.0029982600476072775
minHBint4,0.0029980863743808857
IC2,0.002981850285465291
PubchemFP656,0.0029816730868949762
GATS7c,0.0029805782231076727
GATS8m,0.002979942419329914
AATSC4e,0.002979731522437878
SpMin3_Bhe,0.0029774421737492804
