Descriptor,Importance,Descriptor Type,Description,Class
PubchemFP357,0.0007450509872766,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",C(~C)(:C)(:N),FP
RDF120p,0.0007442197026715,RDFDescriptor,Radial distribution function - 120 / weighted by relative polarizabilities,3D
VPC-6,0.0007396554525249,ChiPathClusterDescriptor,"Valence path cluster, order 6",2D
ZMIC2,0.0007395990236185,InformationContentDescriptor,Z-modified information content index (neighborhood symmetry of 2-order),2D
PubchemFP742,0.0007390898492061,SMARTS patterns 2,Oc1cc(N)ccc1,FP
WTPT-1,0.0007374752671245,PaDELWeightedPathDescriptor,Molecular ID,2D
naaS,0.0007364777848334,ElectrotopologicalStateAtomTypeDescriptor,Count of atom-type E-State: aSa,2D
PubchemFP692,0.000734000817811,SMARTS patterns,O=C-C-C-C-C-C,FP
P1u,0.0007312454576081,PaDELWHIMDescriptor,1st component shape directional WHIM index / unweighted,3D
RDF50v,0.0007301149449228,RDFDescriptor,Radial distribution function - 050 / weighted by relative van der Waals volumes,3D
nHCsatu,0.0007261712262213,ElectrotopologicalStateAtomTypeDescriptor,Count of atom-type H E-State: H on C sp3 bonded to unsaturated C,2D
SpDiam_Dt,0.000726009909276,DetourMatrixDescriptor,Spectral diameter from detour matrix,2D
WPSA-1,0.0007239805533711,CPSADescriptor,PPSA-1 * total molecular surface area / 1000,3D
RDF10u,0.0007230309601601,RDFDescriptor,Radial distribution function - 010 / unweighted,3D
ATS4p,0.0007220602405883,AutocorrelationDescriptor,Broto-Moreau autocorrelation - lag 4 / weighted by polarizabilities,2D
ASP-7,0.000717421287817,PaDELChiPathDescriptor,"Average simple path, order 7",2D
L3v,0.0007123522910323,PaDELWHIMDescriptor,3rd component size directional WHIM index / weighted by relative van der Waals volumes,3D
RDF70v,0.0007100841672562,RDFDescriptor,Radial distribution function - 070 / weighted by relative van der Waals volumes,3D
PubchemFP508,0.0007082643169526,SMARTS patterns,S=C-N-C,FP
AATS2e,0.0007082090141055,AutocorrelationDescriptor,Average Broto-Moreau autocorrelation - lag 2 / weighted by Sanderson electronegativities,2D
ETA_Eta_F_L,0.0007063333957632,ExtendedTopochemicalAtomDescriptor,Local functionality contribution EtaF_local,2D
EE_Dze,0.0007043310212781,BaryszMatrixDescriptor,Estrada-like index from Barysz matrix / weighted by Sanderson electronegativities (ln(1+x)),2D
RDF100v,0.0007011774333585,RDFDescriptor,Radial distribution function - 100 / weighted by relative van der Waals volumes,3D
SpMax4_Bhv,0.0007010688679731,BurdenModifiedEigenvaluesDescriptor,Largest absolute eigenvalue of Burden modified matrix - n 4 / weighted by relative van der Waals volumes,2D
PubchemFP183,0.0007002479119378,Chemical Rings,>= 1 unsaturated non-aromatic nitrogen-containing ring size 6,FP
PubchemFP648,0.0006993852175814,SMARTS patterns,O=N-C:C-N,FP
TDB8m,0.0006967820933556,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 8 / weighted by mass,3D
SpMin8_Bhi,0.0006967477132208,BurdenModifiedEigenvaluesDescriptor,Smallest absolute eigenvalue of Burden modified matrix - n 8 / weighted by relative first ionization potential,2D
bpol,0.0006964975904363,BPolDescriptor,Sum of the absolute value of the difference between atomic polarizabilities of all bonded atoms in the molecule (including implicit hydrogens),2D
E2v,0.0006955188116832,PaDELWHIMDescriptor,2nd component accessibility directional WHIM index / weighted by relative van der Waals volumes,3D
SpMin2_Bhe,0.0006882135989694,BurdenModifiedEigenvaluesDescriptor,Smallest absolute eigenvalue of Burden modified matrix - n 2 / weighted by relative Sanderson electronegativities,2D
RDF140u,0.0006861700242947,RDFDescriptor,Radial distribution function - 140 / unweighted,3D
ATSC3e,0.0006853437246231,AutocorrelationDescriptor,Centered Broto-Moreau autocorrelation - lag 3 / weighted by Sanderson electronegativities,2D
ETA_dBeta,0.0006762520358772,ExtendedTopochemicalAtomDescriptor,A measure of relative unsaturation content,2D
RDF80e,0.0006736470103671,RDFDescriptor,Radial distribution function - 080 / weighted by relative Sanderson electronegativities,3D
MATS1s,0.0006725857317119,AutocorrelationDescriptor,Moran autocorrelation - lag 1 / weighted by I-state,2D
PubchemFP195,0.0006686012494606,Chemical Rings,>= 3 saturated or aromatic heteroatom-containing ring size 6,FP
SpMin3_Bhm,0.0006681262825688,BurdenModifiedEigenvaluesDescriptor,Smallest absolute eigenvalue of Burden modified matrix - n 3 / weighted by relative mass,2D
Ap,0.0006659477425059,PaDELWHIMDescriptor,A total size index / weighted by relative polarizabilities,3D
TPC,0.0006625665880178,PathCountDescriptor,Total path count (up to order 10),2D
RDF45u,0.0006624558323523,RDFDescriptor,Radial distribution function - 045 / unweighted,3D
RDF60v,0.0006606513310187,RDFDescriptor,Radial distribution function - 060 / weighted by relative van der Waals volumes,3D
SpMin5_Bhp,0.0006606312751232,BurdenModifiedEigenvaluesDescriptor,Smallest absolute eigenvalue of Burden modified matrix - n 5 / weighted by relative polarizabilities,2D
SIC2,0.000659514729587,InformationContentDescriptor,Structural information content index (neighborhood symmetry of 2-order),2D
SHdsCH,0.0006590972486816,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type H E-State: =CH-,2D
TDB4v,0.000655957973534,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 4 / weighted by van der Waals volumes,3D
SpMax7_Bhe,0.0006536013462563,BurdenModifiedEigenvaluesDescriptor,Largest absolute eigenvalue of Burden modified matrix - n 7 / weighted by relative Sanderson electronegativities,2D
GATS6c,0.0006521270609484,AutocorrelationDescriptor,Geary autocorrelation - lag 6 / weighted by charges,2D
PubchemFP839,0.0006508131146736,SMARTS patterns 2,CC1CC(C)CC1,FP
BIC1,0.000650472445266,InformationContentDescriptor,Bond information content index (neighborhood symmetry of 1-order),2D
PubchemFP23,0.0006497171541804,Element Counts,>= 1 F,FP
ATS6i,0.0006476646666874,AutocorrelationDescriptor,Broto-Moreau autocorrelation - lag 6 / weighted by first ionization potential,2D
AATSC5v,0.0006469352973291,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 5 / weighted by van der Waals volumes,2D
VE2_Dzs,0.0006447767689884,BaryszMatrixDescriptor,Average coefficient sum of the last eigenvector from Barysz matrix / weighted by I-state,2D
RDF125p,0.0006422021847618,RDFDescriptor,Radial distribution function - 125 / weighted by relative polarizabilities,3D
PubchemFP335,0.0006403152417417,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",C(~C)(~C)(~C)(~H),FP
PubchemFP498,0.0006397211850175,SMARTS patterns,O-C=C-C,FP
TDB7u,0.0006395079249438,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 7 / unweighted,3D
GRAV-5,0.0006377971442014,GravitationalIndexDescriptor,Square root of gravitational index of all pairs of atoms (not just bonded pairs) ,3D
VR2_Dt,0.0006355142683382,DetourMatrixDescriptor,Normalized Randic-like eigenvector-based index from detour matrix,2D
MATS4m,0.000631546101778,AutocorrelationDescriptor,Moran autocorrelation - lag 4 / weighted by mass,2D
E1p,0.0006307996814664,PaDELWHIMDescriptor,1st component accessibility directional WHIM index / weighted by relative polarizabilities,3D
RDF120u,0.0006281758437396,RDFDescriptor,Radial distribution function - 120 / unweighted,3D
VC-3,0.0006279219953558,ChiClusterDescriptor,"Valence cluster, order 3",2D
RDF65u,0.0006266814919826,RDFDescriptor,Radial distribution function - 065 / unweighted,3D
AATSC8c,0.0006265418938223,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 8 / weighted by charges,2D
GATS1m,0.0006244779688322,AutocorrelationDescriptor,Geary autocorrelation - lag 1 / weighted by mass,2D
ATS5s,0.000623338155509,AutocorrelationDescriptor,Broto-Moreau autocorrelation - lag 5 / weighted by I-state,2D
ATSC7c,0.0006233311166464,AutocorrelationDescriptor,Centered Broto-Moreau autocorrelation - lag 7 / weighted by charges,2D
ZMIC4,0.0006233038171241,InformationContentDescriptor,Z-modified information content index (neighborhood symmetry of 4-order),2D
GATS3p,0.0006202439706018,AutocorrelationDescriptor,Geary autocorrelation - lag 3 / weighted by polarizabilities,2D
PubchemFP487,0.0006171577285012,SMARTS patterns,N-C=N-C,FP
VE1_DzZ,0.0006171427745786,BaryszMatrixDescriptor,Coefficient sum of the last eigenvector from Barysz matrix / weighted by atomic number,2D
SpMin1_Bhe,0.0006156234031748,BurdenModifiedEigenvaluesDescriptor,Smallest absolute eigenvalue of Burden modified matrix - n 1 / weighted by relative Sanderson electronegativities,2D
RDF130p,0.0006153806448671,RDFDescriptor,Radial distribution function - 130 / weighted by relative polarizabilities,3D
ATSC7s,0.0006151568801133,AutocorrelationDescriptor,Centered Broto-Moreau autocorrelation - lag 7 / weighted by I-state,2D
FPSA-1,0.0006145156951359,CPSADescriptor,PPSA-1 / total molecular surface area,3D
ATS0e,0.0006101439327946,AutocorrelationDescriptor,Broto-Moreau autocorrelation - lag 0 / weighted by Sanderson electronegativities,2D
MPC7,0.0006068853827334,PathCountDescriptor,Molecular path count of order 7,2D
RDF15i,0.0006054677152014,RDFDescriptor,Radial distribution function - 015 / weighted by relative first ionization potential,3D
AATS3e,0.000602393414363,AutocorrelationDescriptor,Average Broto-Moreau autocorrelation - lag 3 / weighted by Sanderson electronegativities,2D
RNCS,0.0005990743638944,CPSADescriptor,Relative negative charge surface area -- most negative surface area * RNCG,3D
TDB2e,0.0005961254984033,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 2 / weighted by Sanderson electronegativities,3D
ATSC5e,0.0005934722543102,AutocorrelationDescriptor,Centered Broto-Moreau autocorrelation - lag 5 / weighted by Sanderson electronegativities,2D
MATS2s,0.0005929200279527,AutocorrelationDescriptor,Moran autocorrelation - lag 2 / weighted by I-state,2D
ATSC4i,0.0005929028250088,AutocorrelationDescriptor,Centered Broto-Moreau autocorrelation - lag 4 / weighted by first ionization potential,2D
ETA_Eta_B,0.0005922819365656,ExtendedTopochemicalAtomDescriptor,Branching index EtaB,2D
ATS3i,0.0005922612785142,AutocorrelationDescriptor,Broto-Moreau autocorrelation - lag 3 / weighted by first ionization potential,2D
PubchemFP460,0.0005911321632088,SMARTS patterns,C-C-C#C,FP
Ve,0.000589843056442,PaDELWHIMDescriptor,V total size index / weighted by relative Sanderson electronegativities,3D
RDF135e,0.0005895992366909,RDFDescriptor,Radial distribution function - 135 / weighted by relative Sanderson electronegativities,3D
nC,0.0005873751178475,AtomCountDescriptor,Number of carbon atoms,2D
TDB7i,0.000585968887933,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 7 / weighted by first ionization potential,3D
RDF150u,0.0005858570292128,RDFDescriptor,Radial distribution function - 150 / unweighted,3D
MATS8i,0.0005844713174407,AutocorrelationDescriptor,Moran autocorrelation - lag 8 / weighted by first ionization potential,2D
RDF15e,0.0005831351259417,RDFDescriptor,Radial distribution function - 015 / weighted by relative Sanderson electronegativities,3D
SaaCH,0.0005820420713988,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type E-State: :CH:,2D
nsOm,0.0005814340391495,ElectrotopologicalStateAtomTypeDescriptor,Count of atom-type E-State: -O-,2D
XLogP,0.0005811399368204,XLogPDescriptor,XLogP,2D
TDB10u,0.0005810767618269,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 10 / unweighted,3D
SpMin5_Bhm,0.0005806089183504,BurdenModifiedEigenvaluesDescriptor,Smallest absolute eigenvalue of Burden modified matrix - n 5 / weighted by relative mass,2D
L1s,0.0005791493883793,PaDELWHIMDescriptor,1st component size directional WHIM index / weighted by relative I-state,3D
RDF50p,0.0005771868027405,RDFDescriptor,Radial distribution function - 050 / weighted by relative polarizabilities,3D
MATS4e,0.0005761780088668,AutocorrelationDescriptor,Moran autocorrelation - lag 4 / weighted by Sanderson electronegativities,2D
PubchemFP535,0.0005758188661366,SMARTS patterns,O=C-C-C,FP
MPC8,0.0005748073654158,PathCountDescriptor,Molecular path count of order 8,2D
ATSC5v,0.0005736955496273,AutocorrelationDescriptor,Centered Broto-Moreau autocorrelation - lag 5 / weighted by van der Waals volumes,2D
RDF135u,0.0005720976507824,RDFDescriptor,Radial distribution function - 135 / unweighted,3D
GATS6m,0.000571852051971,AutocorrelationDescriptor,Geary autocorrelation - lag 6 / weighted by mass,2D
SpMax6_Bhp,0.0005678919510121,BurdenModifiedEigenvaluesDescriptor,Largest absolute eigenvalue of Burden modified matrix - n 6 / weighted by relative polarizabilities,2D
SpMin4_Bhp,0.000567367539759,BurdenModifiedEigenvaluesDescriptor,Smallest absolute eigenvalue of Burden modified matrix - n 4 / weighted by relative polarizabilities,2D
SHBint3,0.0005663093372996,ElectrotopologicalStateAtomTypeDescriptor,Sum of E-State descriptors of strength for potential hydrogen bonds of path length 3,2D
RDF65s,0.0005662864586262,RDFDescriptor,Radial distribution function - 065 / weighted by relative I-state,3D
SpMax7_Bhv,0.0005642078507746,BurdenModifiedEigenvaluesDescriptor,Largest absolute eigenvalue of Burden modified matrix - n 7 / weighted by relative van der Waals volumes,2D
GATS7s,0.00056355431815,AutocorrelationDescriptor,Geary autocorrelation - lag 7 / weighted by I-state,2D
MOMI-XZ,0.0005625014256518,MomentOfInertiaDescriptor,X/Z ,3D
ETA_dEpsilon_B,0.0005623822173621,ExtendedTopochemicalAtomDescriptor,A measure of contribution of unsaturation,2D
ATS2v,0.0005613949425651,AutocorrelationDescriptor,Broto-Moreau autocorrelation - lag 2 / weighted by van der Waals volumes,2D
mintsC,0.0005611195239693,ElectrotopologicalStateAtomTypeDescriptor,Minimum atom-type E-State: #C-,2D
RDF135i,0.000561108830714,RDFDescriptor,Radial distribution function - 135 / weighted by relative first ionization potential,3D
SpAD_Dzv,0.0005594169050351,BaryszMatrixDescriptor,Spectral absolute deviation from Barysz matrix / weighted by van der Waals volumes,2D
nHAvin,0.0005593876997159,ElectrotopologicalStateAtomTypeDescriptor,Count of atom-type H E-State: H on C vinyl bonded to C aromatic,2D
SpMin7_Bhi,0.0005583766022925,BurdenModifiedEigenvaluesDescriptor,Smallest absolute eigenvalue of Burden modified matrix - n 7 / weighted by relative first ionization potential,2D
AATSC5i,0.0005578123985987,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 5 / weighted by first ionization potential,2D
minHBint6,0.0005552040646925,ElectrotopologicalStateAtomTypeDescriptor,Minimum E-State descriptors of strength for potential Hydrogen Bonds of path length 6,2D
StsC,0.0005526982573922,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type E-State: #C-,2D
PubchemFP380,0.0005510672806405,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",C(~O)(~O),FP
nBondsS2,0.0005469172675553,PaDELBondCountDescriptor,"Total number of single bonds (including bonds to hydrogens, excluding aromatic bonds)",2D
PubchemFP637,0.0005435565979467,SMARTS patterns,O-C-C-C-C,FP
minHdNH,0.0005434777771971,ElectrotopologicalStateAtomTypeDescriptor,Minimum atom-type H E-State: =NH,2D
maxHsNH2,0.0005420985757538,ElectrotopologicalStateAtomTypeDescriptor,Maximum atom-type H E-State: -NH2,2D
ATS2e,0.0005418534998205,AutocorrelationDescriptor,Broto-Moreau autocorrelation - lag 2 / weighted by Sanderson electronegativities,2D
nHdsCH,0.0005414274786549,ElectrotopologicalStateAtomTypeDescriptor,Count of atom-type H E-State: =CH-,2D
RDF135v,0.0005406930734207,RDFDescriptor,Radial distribution function - 135 / weighted by relative van der Waals volumes,3D
SpDiam_Dzv,0.0005397829600388,BaryszMatrixDescriptor,Spectral diameter from Barysz matrix / weighted by van der Waals volumes,2D
SpMin8_Bhe,0.0005386449123444,BurdenModifiedEigenvaluesDescriptor,Smallest absolute eigenvalue of Burden modified matrix - n 8 / weighted by relative Sanderson electronegativities,2D
SpMin3_Bhv,0.0005383394532291,BurdenModifiedEigenvaluesDescriptor,Smallest absolute eigenvalue of Burden modified matrix - n 3 / weighted by relative van der Waals volumes,2D
MWC3,0.0005374674272204,WalkCountDescriptor,Molecular walk count of order 3 (ln(1+x),2D
PubchemFP452,0.0005368378814121,"Atom Neighborhoods (""-"", ""="", and ""#"" matches a single, double, and triple bond order)",C(-O)(=O),FP
MOMI-XY,0.0005362063237562,MomentOfInertiaDescriptor,X/Y ,3D
